,clean_data,sentiment
362,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts,neg
549,I'm sorry about your bad driving experiences,neg
970,feeling really sick watching the fifth element and about to smoke a cigg ugh i 0 colds,neg
2379,LOL Academy-ish Haha I really really miss O B,pos
38,has work this afternoon,neu
940,My tongue still hurts I need to sleep,neg
81,there was a mix up with my dentist appt this afternoon so they rescheduled me for tomorrow 9am,neu
1936,Ahh feels good to have played guitar hero after months I suck at it now but haha,pos
788,oh well i hope she gets better,pos
1730,Mudweight hauled in for last time by http://yfrog.com/0zr2jqj,neu
2814,Went to the Athletics Carnival today Tired very tired I hurt my back when I jumped for the second time on the High Jump,neg
877,1ny u havent showed me any 1 yet at all,neu
355,I'm sorry Excited for tomorrow night Karaoke Getting anything special for bday,pos
1676,Not a good start to the day left my money at home So i'll hot a day me looking for free carparks,pos
1559,they don't use MSN either I don't think and they are thousands of miles away so can't do it face to face,neu
1299,I know right,neu
2947,So I took the polish off of the nail of the finger the door handle murdered earlier and well ... it's not pretty ...,neg
1945,Missed you last night hon,neg
2050,Back from A E very nice Doctor diagnosed ligament damage she felt I could still do my 5k run but it might take me 10 days to heal,neu
2702,holiday time got my grizzly bears cd bit it wont read adventures tomorrow swine flu is scaring me i still have a cold,neg
642,Still confuse ...,neg
1980,So it's Friday ... I have to keep reminding myself since every day seems the same,neu
554,there's relisting fees when you don't complete a sale that sucks,neg
2878,Follow both because I don't know which one will send it PS Dont get your hopes up because she may not sen it,neg
693,god i cant even catch public transport swine flu is shit house,neg
2240,Ok ahhh Last chance to go into school before chemistry exam,pos
2652,omg when do they finish,neu
2491,word i'm always up,neu
649,recapping on britains got talent britain seems more talented than america,pos
2956,i had to get the same sized jeans i couldnt get my hips into the 14 s,neu
2488,where has my sleep run off to,neu
1223,My wife can't get on the guest list for tomorrows show because it doesn't exist LAME I guess no wife at the show,pos
420,airport and you didnt show up tonight homo,neu
593,Q what studio created Open Season should google it or look at the dvd downstairs but feeling lazy,neg
559,awww I wish I could have been there I'm stuck here about to jab out my eyes with knitting needles,pos
339,I need to be sleeping .. But i'm not even tired ..,pos
1985,i want to go to singapore but my mother seems not,neu
1089,watching two of my patients die tonight has put me in a 1k one was young,neg
2757,get back to tokyo man .. we miss you,neg
706,Unless that invite comes with a beta key I'm not going to be much help ...,pos
2571,tried to bing today .. not operational in australia yet,neu
2708,... an explosion of them in the late eighties we had very odd weather and instead of them migrating the wind blew them back,neg
2201,Back at work ... too much email in my inbox ...,neu
2399,FML dad didnt leave me any moneyz so i have 2 wait till he gets home call me when you finish work,neu
1802,Yeah I've noticed I miss Spender But you were closer to him How are you holding up,pos
1444,an aston os my dream car but its wishful thinking,pos
2946,why do i turn red,neu
960,ok that's subtly saying i'm no longer a fave temme 1 thing did the firangs steal your vocab ur eating words and how,neg
1265,Ok hubby really isnt going to be logging off anytime soon what to do what to do,pos
1164,Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock,neg
371,damn girl I'm so down but ya gotta let me know so I can get my kit together amp,neg
2658,and the fuck was because I dont get my gift I was SO exited about it and it was sooo awesome ...,neg
2960,UP was awesome Everyone should go see it But the stupid theatre didn't show the Pixar short film,neg
2082,Entered house searching mode yesterday ... we need to find an apartment in Dï ¿ ½ sseldorf until the end of August this one was temporary ...,neu
1493,Hmmm should have looked at it a little more methinks,neu
1575,Shame I've gotto go to work,neg
1694,Grrrrr fuck Just remembered that I'm doing the later shift today so not at work for another hour What a wasted lay in opportunity,neg
1484,i'm so fucking nervous,neg
1786,http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,pos
500,IIII know and mean,neu
147,I'm at work,neu
1858,I wanna be drinking at the pub,neu
258,not super keen on the drive home through the rain .. additional concentration required that i don't really wanna deal with,neg
2063,nothing it's sad actually,pos
769,Wishes you hadn't teased me with movie night,pos
13,if u watch the hills in london u will realise what tourture it is because were weeks and weeks late i just watch itonlinelol,neu
635,back at Vienna sooo tired luggage lost Manchester d been great very good outcome from Seminar at MBS great people around ...,pos
1892,WTF Advertising gone mad they want access to my camera and microphone What for Amazon should really know better http://bit.ly/5FoKQ,neg
2140,aww cant wait till u get 2 Sydney,neu
1296,i lost mx way,neg
114,I'm sure some 1 will cum out and play I'm workin through til midnight,pos
1816,LOL i know i only get to read it sometimes though cos my dad always chucks it out before he gets home,pos
1594,Has been underpaid just when i really didn't need to be as well,pos
957,THIS TWITTER SHIT BORES ME NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH,neg
2835,gawd the rain is too strong,pos
241,#3wordsaftersex it never started ...,neu
541,LOL wow dawg doesn't sound like you're playing I feel bad now haha,pos
1354,I've had a sore throat since monday morning ... I'm just sick of it hurtin and I want some freakin sleep,neg
1770,Omg ... Prison break ... The final break The two episodes that only aired in the uk Wow Watch them if you haven't Soo sad Tear,pos
679,nope het is LOST amp,pos
3002,has just booked her appointment to give blood 18:20 pm 2nd June Scared,neg
56,bed ... sorta today was good sara has strep thought Angelina does to i shared a water with her B4 they told me i will prob get it to,pos
1252,I'm straining to hear but it's very hard from all the way over here,neg
2879,hugs why,pos
2804,Sis ... I dont think I will be up 4 2nite sadly Im in alot of pain 2day amp,neg
435,sorry bout the cat,neg
2285,Just finished watching terminator Other than the music nothing is great,neg
1057,lappy charger is completely dead ... conserving what's left of the battery until i can afford to buy a new one,neg
2927,i dont have my iphone until maybe next week,neu
155,New blog post Blog auto insuran ... I just found that my auto insurance policy had been expired I am too careless ... .. Meanw ...,neg
2148,I came back to Germany yesterday My five days in the UK were over,neu
3006,Awake at 4am .. can't sleep,neu
1361,lol .. that's 1ing,pos
1016,Trying to learn how to do this twitter thing ... I'll get there Welcome to all my followers though Im not that interesting,pos
60,at once haha poor aby still gets sore,neg
29,I 0 CANCER I 0 IT I 0 IT I 0 IT,neg
782,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA Working doubles now for the next 6 weeks,neu
35,Screw you I only have 3 weeks ...,neg
2525,Too bad we're in Sweden where Up isn't up on the theaters here until October,neg
1446,I don't mind Sam But I liked Kate more I don't like Chris He's smarmy,pos
1171,tummy hurts,neg
1650,OMG Period cramps are FTL So much pain,neg
1310,is tired of summer already,neg
1060,Finally watched the rest of The Guild Season 2 I always feel so sorry and hopeful at the same time for your char,pos
358,in 7-11 w o you,neu
1123,hang in there health should be priority 1 right now i do 0 seeing good people get mistreated so i'm genuinely sorry,pos
499,that sucks,neg
2639,I feel like flying off somewhere It's been a month since my last trip ...,pos
2905,hmm is following me and to think they declined thehodge.co.uk for inclusion into there network,neu
524,Headin home ... Refreshed my mind and soul justa lil bit ... Bac to reality,neu
1200,nah the lights killed the mood now you got to get out my bed,neg
737,Taking a nap after work no sleep right now The nap felt soooo good but now it seems like a bad idea,neg
50,Chocolate milk is so much better through a straw I lack said straw,pos
265,Driving Back home because I forgot the piece of cake for,neu
2542,probably but the yoot don't care no more grandad,neg
1585,1 game of Candamir with the kids last night Can't believe it's now our last day,neu
1664,Twitter's being mean w the pics lately Stole mine for an entire day,neu
1315,wishing i had marvelous misadventures of flap jack on DVD,pos
1518,aww i don't i guess that's why it doesnt blackberrymessenger,neu
2067,he was a very tallented man so its fitting wish I was closer to see it myself,pos
2545,your boyfriend didn't even say bye,neu
2704,Amen to that,neu
2096,Yeah He was such a good .. erm ... entertainment,pos
336,Aw where are you headed to i just cancelled my trip to Aussie,neg
548,Leno's last show was tonight I like him better than Conan,pos
2364,oh well I've never seen him do anything before so I'm not gonna say anything,pos
1156,aww tessy wanna hug,pos
887,I'm sorry I'm thinking about you and hope the week gets better,pos
1721,i now have 3 new videos on my ipod i delted a few so i could replace them,neu
2926,... and itï ¿ ½ s FFA evil grin but Iï ¿ ½ m so busy at work today I wonï ¿ ½ t get anything done,neg
494,fuckin'm transtelecom,neu
580,depressed that i wasn't included in the morcom gardens quiz on facebook,neg
2769,I think I've forgotten to mention some people on my video,neg
2743,oh you and had free drinks thats wasup .. Im givin up drinkin for a lil bit,pos
2281,just woke up day off and need to go in to work that sucks Also have to go dentist for filling at 12 then st helens for mri scan at 2,neg
431,I bet its cool down in SR huh It's not here I haven't stopped sweating since noon when dad and I were packing,pos
1189,Waiting on the bus I miss my car,neg
1229,Just finished The Minish Cap It's a great game I'll miss Ezlo and Link,pos
2458,what do u do when ur dads losing it mentaly and dosent remeber you,neg
2456,Just wants to stay in bed all day but has to go to work instead sux,neg
212,cuz airlines are super lame,pos
2799,IKR I myself am headed out for a meeting,neu
1064,lunch was going home to rest ... not well today,neg
1245,Been up since 5am with my poorly sick baby girl,neg
75,I miss Voobys,neg
2404,I miss Feb 23rd 2008 best night of my whole entire fucking life I'd rather re-live that night then win 1million,pos
1748,i lost my voice what should i do it's very torture,neg
1312,Why am I having such a hard time falling asleep,neg
2987,I forwarded an email about a cool science event in Canberra and a friend thought it was in Sydney and trekked out to the wrong place,pos
1031,I don't have ur ... anymore I think,neu
2616,haaaw .. well i get out of class at 10:50 .. i hope i make it,pos
247,i'm sooooooooooooo confused,neg
1595,ohyeahhh 0 the heat http://twitpic.com/665a2,neu
1992,ahhh fusterated,neu
1680,Storysize is 2 and it's posted as a short story not one liner but doesn't show up in any news friends can see Only in wall,pos
2179,Trending Topics on Twitter used to useful Now they're just like middle schoolers passing around notes cause class is boring,pos
1500,gahh i'm so tired right now,neg
2001,ugly What programmes do you have open,neg
1918,wishes that she has a private jet so that she can go see her BFF times like this .. ok ok .. ot really thinking of carbon footprint here,pos
1919,That seized bolt ya it's still stuck The bushing is actually seized to the bolt very very lame Perhaps some heat will work,neg
186,but now i have no money for a phone,neg
2123,Jeez Little one is seriously constipated Don't know what to do anymore Anyone tips It's terrible seeing him in serious pain,neg
668,even though everyone wanted to do a newish song and our teacher agreed S old grumpy doesn't like us happy haha,neu
2928,jus woke up late runnin to work have students to train,neu
1336,i have the biggest headache right now i washed my hair wif mum's shampoo and now it's gross i like my shampoo way better,pos
8,Charlene my 1 I miss you,neg
2703,it should be .. not a wink gt,neg
1622,Bout 2 lay iit down got a head ache we hangin tomorrow idont care wat u say lol .. soooo dm me ur imma hit u tomorrow k ;),pos
1979,Can you ask Ryan why he stopped following me on Twitter,neg
2132,iTunes upgrade reset playcount to zero How will I know which one of 143 Hasta Siempre versions I liked best,pos
1075,now theres a thought ... do you still get goldfish at the fair not seen them for years,pos
2093,Devastated set alarm for 9.30 forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30 I am a full fool,neg
631,LOL yeah yeah you big perv,pos
293,i kno i doooo yall partyin with out me,neu
1781,standing here open hands and i know i can't do this alone hold on hold on baby hold on ... geeez,neg
2211,I miss Cary and want to drink some chocolate milk with him,neg
1655,I have to goto work now ahhh kill me my life isn't going the way I want it too atm Ta ta kids x,neg
1105,I 0 TweetDeck when it reaches access limits,pos
32,I missed the bl y bus,pos
134,EpiCentre Wheelock Place tourists only ..,neu
1124,people are pathetic how do u know some one is trying,neg
2820,They changed the way Golden Gaytimes are made They used to be awesome,pos
445,0s the net ayaw bumukas ng twitter http://plurk.com/p/wxlxs,neu
1668,that would be most ideal However ... now I dont see myself leaving before 3 Gonna have to take a rain check,pos
226,Had to cancel wow for now,pos
464,No it's not ...,neg
455,noooooooooooo i just look at a lot of pictures lol lol,pos
2691,but ... but it's michael bay ... sigh i'm sorry 1 didn't know you felt that way about it XD,pos
2975,Seems like 60 min wait time should I call the wife now,pos
2253,prepare yourself,neu
999,How Come I Can Never Sleep Past Not Good,neg
2994,Will be flying to Ontario in 4 hours Will probably stay awake I will be there for a 8 days ... Camping 4 the first time YAY I am sleepy now,pos
1681,ah man that's sucks What happened to it that's prompting a reinstall,neg
2324,Squabbling with people over the internet is great for my Tumblarity but bad for my ego when they have more internet friends than me,pos
1809,20 mins from BEJ to Semanggi Traffic on Friday siggghh,neu
752,Wishes you had teased me with movie night,neg
2922,is scanning the pics all over again ..,neu
1946,My man its like 3:30 in NJ I have classes to 1 about again,pos
2058,Oops I completely forgot,neu
533,I miss my little Batty she was only 3 months old when she got sick she was always so 1 and full of life <3 Even at the very end ...,neg
243,I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets but no they didn't,neg
1704,blast from the mofo'ing past NTS why must you suck so badly at school,neg
401,It's a sad economy Just heard of another friend losing their job so sad But just a reminder that ...,neg
2032,really thinks wee callum should of got through last night,neu
1984,I'm suffering from the Internet that works bad only sites hosted on russian servers are available for me,neg
450,The link doesn't work,neu
1227,My throat hurts and I can't sleep,neg
2347,I have been playing skate for two hours Now i need to get out and actually skate But it's too late,pos
2810,back at work its too warm to be in here today,pos
471,i should be finished ... but i'm not color drawing here i come,neu
2300,ill be alright but the whip may not,neg
2728,#Ferber As happens every few days Rohan woke up unhappy at midnight The good bad news is that I was still awake due to afternoon nap,neg
2774,Jeff can't Forcast tonight He says Saturday he's good at 8: 30 your time If you knowï ¿ ½ you don't have A LIFE on Saturdays,pos
1674,sick to my stomach .. and i have a headache .. i wish someone could come rub my temples,neg
2066,Rain rain go away,neu
1787,:| Yikes ants are everywhere in the house Ants scare me,neg
1833,hey you WHORE that's kinda mean dont yu think,neg
611,Omg going to die of swine flu when I go to Melbourne,neg
1407,the physical It's coo now i know Just lettin off some steam,neu
2918,not the best way to start your day,neg
2310,Morning twitties Heading to college just back from the docs god I'm hungry streching my ears again today 10mm ;) payday I 1 you,pos
2337,Aw you named your car that's very sweet I'm sorry to hear that Petey has to go I hope you find a really posh rollerskate,pos
2111,I read the disclaimer I had to close my browser http://tinyurl.com/n28lr3,neu
2305,squirrel where i 0 squirrels,neu
2101,D,neu
1218,T im sooooo bored right now,neg
1776,#nightshift I'm still working luckily having 1 with it I can turn the music up when no one else is in the office yay,pos
1498,damned hordies,neg
2637,thats if u go on a weekend,neu
1729,yes it is Sucks don't it,pos
540,waah We're no longer your peeps,neg
110,is up with a nasty cough i cant be sick i have a huge weekend ahead of me,pos
1631,My stomach is killing me do j can't sleep,neg
510,that sucks well state starts tomorrow so im headin 2 bed nitey nite,neg
1613,nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine,pos
1995,http://twitpic.com/665w2 see miles away,neu
2397,Why online one download this week,neu
2045,I know man my day off and am pulling myself out of bed,neu
1719,Its too early,neu
1607,Oh no ... Trouble in paradice,neg
2615,DANG I just ran over a bunny on the way home Why do I feel so bad And Why do I have more compassion for animals than I do humans,neg
78,is sad that shin ae got married ... and it wasn't to alex,neg
2142,falling asleep and waking to gun shots arent 1,neg
1996,is desperate to go to the venice beinnale,neg
313,my teeth and head hurts,neg
1307,... Money money money ... http://twitpic.com/664uz,neu
911,I wish I knew The curse of Tumblr,neg
697,i have to wake up earlier than i thought .. my dad wants me to take him food at 9AM no0o0o0o,neu
466,Can't sleep Sucks The one day i have to sleep in and i have to get up and go shopping with mom Ugh,neg
1019,first puppy gone 2 new home,neu
363,Lady across the way had a miscarriage say a prayer,neu
1842,is tired of being tired,neg
2806,sick n tired of people who steal other people's work,neg
1344,I just heard that Regina girls song les deux And I think u should have 2 come back 2 mc I miss u,neg
1360,Just discovered a shortcoming of Gravity When you use Twitpic integrated it doesn't subtract the pic URL from the 140 character limit,neu
2548,i know hella i wish i could be how my mom was and just move across the usa,pos
2069,Is constantly listening to the song Fly with Me ... b c it's the cutest song ... quot,pos
2474,This is one of my all-time favorite episodes quotes from The OfficeUS only http://bit.ly/ARMJ,pos
2950,Haaay are those the Kettle black joints I have them in black Super dope just wished they came in gold,pos
1524,awww dnt say that I wanted to see it how bad is it,neg
1034,Where is my bestie when i need him,neu
83,goooood mooorning people ... sun is out .. definitly spring now we had our first spring hail storm my car has dimples now ..,pos
79,Sure you will tweet about this when you're back but news is abuzz about TR Knight's leaving confirmed today Muy triste,pos
662,my new lens isn't working It worked for a bit and now gives an fEE error,neg
1439,hmmmm that's not nice ... think you should take it back I can't help it I'm hungry No food in this office,neg
2932,is there a way to quot,neu
919,OUCH my earphones just shocked me,neg
1440,No As a result the salary is a decrease,neg
2890,Should have grabbed some on the way to work,neu
2817,I want more followers,pos
2134,Watched The Notebook last night ... Wahhhhhhh V good Cried my eyes out Maybe a bit too close to home I think Go watch,pos
808,Yea its tough to keep it going Sometimes I'm not sure its worth it,neg
1510,i have nothing to do,neu
656,Yea i just saw this really sad commercial,neg
1921,Just found out one of my ankles is swollen ... eeks now it hurts,neg
1442,lol my other tank dps friend is having the same problem in a different guild wtf is wrong with this server,neg
2843,morning still trying to find a babysitter there is a creche at the gym so might leave him there but just know he won't be happy,neg
858,Should have gone to bed ages ago damn you tedtalks Gotta get up early too,neg
1803,looking at the sunshine out of my office window,pos
2162,hey is your site down I was going to listen to the web stream but can't get to the site ...,neu
2445,Here Got a 2JOBs a degree but my damn car DIED so just made me feel shitty bout not havin a car,neg
2190,Nooo But hey you're back next week Are you moving back for good,pos
844,Why do none of my thoughts make sense when I'm sober,neu
833,me too baby ... Miss you,neg
1614,That's exactly how I feel I hope you start feeling better soon,pos
213,Still a pity it comes with no lamb though,neg
2636,I never thought falling in 1 can cause so much pain ... good thing that I'm so over that phase,neg
131,Pats in philly at 2 am I 1 it Mmm cheesesteak Miss my boyfriend but I 1 vacation,neg
439,i can t wait to hear your new album i m sure will be amazing.please just replay to me i 1 you so much,pos
2557,#3wordsaftersex i think im bleeding,neu
1609,EXPECTO PATRONUM nothing happens ..,neu
853,feels like crap whenever she lays down 1 I 0 heartburn amp,neu
448,is feeling so giddy and wanna go home,neg
2671,Ready Set ... hmmm DELAY,neg
2408,right now thats about all I can deal with I work too much and I need my space Most women dont offer that,neu
2429,and i think you should come home now,neu
1727,this weather makes my fingers numb still waiting,neg
103,Darn these allergies I don't like this time of year because of this I never used to have this problem either,neg
523,I don't want her to leave ..,neg
1102,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started,pos
1821,So tired,neg
1415,what happened,neu
165,Up is out I didn't get the memo It looks amazing,pos
2566,i'm new dunno whatta doo,neu
907,take my advice lookin through the phone cost me my relationship,neu
2515,Now i feel really really bad ... sorry,neg
1860,Sitting waiting for an exam to start,neu
2837,ur gonna be missed you know but i hope things will be better for you,pos
1741,A day of administrative jobs,neu
395,Must ... have ... new music ... I won't sleep until you give us Chapter 1 ... I might die first though ... Hurry,neg
625,Holy crap It's raining in LA and I don't have a jacket oh no,neg
695,asks for karma points please http://plurk.com/p/wxnt9,pos
947,not at my workplace but a short-sleeved shirt is absolutely necessary today,neu
761,Oh no hubs is so sick I hope I don't catch it,neg
1383,baby help me with math,pos
2627,How I wish I get at least 2 days-off in a row 1 day off is not enough to rest 3 days on 1 day off 4 days on 1 day off ... Ugh,neu
1401,Epicfail and Joseph in class ... Very long liao,neu
645,http://bit.ly/3W9w1 NOOOO he goes for Orlando OMG I'm gonna CRY,neg
2805,I can't believe it's 9am and i'm awake and i have to start getting ready soon I 0 the doctor's,pos
2294,So I am working on the news as well while I am doing all of this Rob is all over the place No wonder that boy never gets left alone,neg
2941,Its 1:11 am and both my girls are still up .. im so tired ..,neg
1882,good morning people in good old germany is it soooo cold,pos
771,dont know why so tired today bye time for beddy,neg
2697,I was trying to back all her documents up but it wasn't playing along its taking forever but am back at it again now,neg
51,why am i so tired,neg
1375,yeps ... just for today though I badly wanted to do some geek-shopping ...,neg
1121,Hopfully a quiet one home No cash to do anything Then u coming 2 the pub 2moz 2 watch the Pups,neg
2735,huh its 1 am already shucks,neu
1035,oooo ok why havent you accepted my friends request,pos
2145,Had to fix bike chain on the way to work ... arrived a filthy bloody mess 1ly weather though,neg
2565,Thanks those who have clicked :p Well I think I did something wrong it's still at 0 visitor 0 .. maybe I need to reinstall everything,pos
111,That was stone cold Crazy ...,neg
183,I just saw pics from this past Thanksgiving and am sad because Grandma was in them,neg
613,dang it so its not certain are you okay,neu
2578,it says not in stock,neu
1706,sad that she didn't get to see Rica before she leaves later today ..,neg
1557,Jus Got Hom Fr TDa 1eral ... I'm So Sad I Cried So Much Times Much 1 Grandpa lt,neg
2904,awhile ago it freaking hot now it's wet turn off,neg
1711,This is exactly y I 0 driving thru dandy sittin at lights next to a car of asians who r callin out to me amp,neu
1178,wow i have no friends on twitter,pos
2129,Inshalla Devo I wont be at the Astor tonight,neu
397,1 the song quot,neu
1291,i want candy,pos
1630,useless tweet LOL jk yay You're coming tmr How long u gnna be in phils for,pos
2584,Finally installed ovi in mobile it would have been good if it could be downloaded to comp and installed to mobile Frickin 3MB download,pos
1743,Spring cleaning episode 2 ... do I really have to,neu
2136,go to my father's house or not that is the question ... domestic food and people around me vs my bed my tv and my world ... dont know,neu
2086,with hubby at the dentist ready to hold his hand and getting nervy about potentially buying a car tomorrow,pos
2239,and I'm so naughty I cant even take my dog I have to sit watch how proper dog owners do it will Brunos life ever be the same,neu
571,I'm bummed that I can't wear my sweet Nike kicks to work,neg
3007,Nope Im hearing bad things,pos
2645,had a horrible sleep in a rather bad mood,neg
2303,Too broke for cigarettes,neg
1534,Tshwane wants double rates but try and phone to get service endless loop #fail,neu
2706,lol the things u gotta do sometimes man smh lol,pos
1874,Oh dear Travellers moved onto land very near my house They always leave a bloody mess and council take a year b 4 they clean it up,neg
356,My puppy Gizmo h8s me .. haha He still growls me I always look back my long pruple scar on my fingie,pos
608,Morning Sports day today and I have to do the three-legged race with Mr Pettigrew said I'm not aloud to trip her up,neu
239,i am doing homework it sux big time maths is the worst,neg
2925,SHUT YOUR FACE Why are you so mean to me Pedro is supposed to be the mean one,neu
2529,In the emergency room with my cousin She's got mad flu and can't walk or breathe Why are hospitals always so cold,neg
2167,wants to move to QLD already this cold weather is killing me,neg
1814,maybe it'll listen to you dude it's like three in the morning what time is it over there,pos
374,Peeps still here 1 times Gotta sleep tho Work in the A M Some cool hot chicks here But none as cool as ___ Missing her,pos
2833,awww that sucks also when i finish uni you should totally have a mini housewarming yes work it around my schedule LOL,pos
1937,just got on twitter no friends to add none of my friends are in twitter,pos
1321,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe,neg
1125,had a little family party tonight hope it rocked,pos
1527,I'm with you ... been up till 5-6 for the last few nights ...,neu
2423,damn i missed it too,neg
729,RIP kelly fucccccck,neu
1391,thinks its annoying when i keep getting twitter error messages from my mobile,neg
2680,Its a 1ly day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours,pos
1408,What a busy day ... am disappointed that today's show is a repeat,neg
2733,i'm so sad because my be1d boy doesn't online i wait for him everyday ..,neg
382,got to final table but ... went out third Don't think I'll be getting my free seat,pos
1502,I'm wake and sad what the hells going on,neg
2884,I have a broken wrist,neg
1320,Pfftt ... I wish Don't have time though,pos
2533,try having your best writing five years behind you heh it happens,pos
1233,Sadly I am bprohibiting myself from tweeting tonight Sorry,neg
2302,i cant afford it go to school here,neu
681,Off to bed Still exhausted from Vegas,neg
2295,got my cable set up WIN got my lock put on my door WIN feeling a tad neglected ... FAIL,pos
1274,what am i gonna do when my iphone is full,neu
123,He died Wait what about Magic Jack I just read it,neg
660,Oh I 1 em but when I think about the kind of preservatives they're using to stay just-baked it kinda makes me sick,neg
1796,already there's none left back to cabbage soup,neu
1960,aww that sucks,neg
2626,oh no I 0 that,neg
230,oh no i am always here,neg
901,idk lol my head hurts rly bad so does my stomach ... hmm ... personally i think its from all the s ive had 2 deal wit,neg
2401,I 0 this bit,neu
765,And then you find out today they had there first kiss,pos
2437,what's wrong with people Second break-in at Wallmans tonight,neg
2454,lol i know i wld like to get a reply from seann william scott but he dont reply and hes one of my favourite actors,pos
2420,They're gone,neu
1745,Ahh my right kidney hurts soooo bad Ooommmmggggg,neg
787,But now it's gone,neu
2149,Cant sleeeeep amp,neu
2650,i thought it was already winter turns out winter has even started,neu
2365,Ugh id better get up for work,neu
421,jealous it looks like schindler's list in toronto,neg
2468,feeling like shit hope its not swine flu or something,pos
1873,Ugh frustrating I see a few briefs a week with groups in them mostly from traditional agencies,neg
2138,I did one last night it will be available in dvd blue ray and digital download via the iTunes store by the end of the week,neu
798,ups ketauan cabut sama nih,neu
1870,I'm better today Yesterday was really hard It's still just so unbelievable I miss him too ... and probably always will,pos
2007,Heading home Could really have done without banging my head on the way into the bus,neu
626,Aright Twitter Fam ... guess ima be outties .. gonna try n sleep off some of this horrible pain,neg
495,is really really bored ... I guess I will go to bed,neg
2518,Two day hangover,neu
1616,My birthday is now over,neu
1782,is tryna find her a 30 yr old junt with a 401 k stable job good home with an extra room 4 me and my baggage .. so tired of u young dudes,pos
2206,nothing,neu
1890,listens to MSI and bakes banana bread How weird is she Remarkably not so much anymore,neg
790,how to have a glowing face my complexion is always so pale,neu
2605,The horror that is Maggie Gallagher is still with me Such a big ball of ignorance You can't reason with idiots like that which sucks,neg
2815,Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker,pos
2896,sleepover's the shit I 1 those guy I totally forgot they played tonight,neg
417,went to the beach and it started raining,neu
742,Have 1 I miss you guys a lot,neg
2127,Hmmm thinking about taking back that I feel better this morning I think I spoke to early,pos
1214,Summer is about to end For some it's just about to start Hahah,neu
492,oh ... you've been superseeded not good enough,neg
1909,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,neg
1169,Gonna go watch Shorty Street amp,neu
1342,Can't sleep just laying here in the dark,neu
824,hey i 1d ACS but i had to see it online is not here yet cant wait to buy it you look amazing there,pos
2484,pmsl ... We had crap everywhere too But NO More 1 it My wool stash today though,neg
2762,Town Uncle and Gabriel are coming in I miss Gabe Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam ...,neg
1481,Good Morning campers I'm not a happy bear this morning had an awful dream during the night am v worried,neg
2852,Whats up today .. missed the #coffeeclub that day,neg
2666,i'm so sorry about that i was really excited about it too but i might continue posting externally so fingers crossed,pos
1024,Off work trying to relax for about 30 mins before I've gotta go back to sleep,pos
592,I cant use my blackberry today This sucks,neg
2549,what the hell am i doing awake this early,neg
2797,In trouble I haven't finished reading Crow Road Book Club's off for me today I'm afraid Lazy mare,neg
2780,Busy .. Busy .. Busy .. S Wont be on Ning for few days,neu
1797,Wrong button ... My music biz building that is,neg
2330,Yikes I hope she was okay I never her heard her say her tummy hurt,pos
127,Is miserable i feel like im gona cry sux,neg
2544,I didn't catch the Jonas Brothers Facebook Webcast ... It already ended when I logged in to my Facebook account ...,neu
403,my dog ran awayyy,neu
150,Last day working for the Uni today sad times,neg
2901,I lost followers Was it something I said I swear I am not into freeballing Ugg that is the last time I mention that thing,neg
1437,Gogol Bordello lt,neu
1629,and why are u two fighting,neg
62,I want to buy this great album but unfortunately i dont hav enuff 1ds its quot,neu
2256,aw were sad you had to leave tokyo come back.please,neg
95,hiii im on my ipod ... i cant fall asleep,neu
959,home from ice cream tweet-up my very first tweet-up No pics because my camera battery died last night and i forgot to charge it,neg
2191,can't tell you how thrilled I am to have just had a nosebleed first time in ages overjoyed doesn't cover it urgh,pos
2356,you people are missing the point here instead of loosing followers he's GAINING over 50 new ppl in 6 hours,pos
1576,Google Wave looks cool I should be working for these guys I came up with some of these ideas years ago http://tinyurl.com/m77gp7,pos
2367,I am living in a country where the government is ALWAYS a circus show ... sad but true ...,pos
2153,just called Toyota Car won't be ready til 5,neg
236,Up late with nothin 2 do ...,neu
222,people in my house do not know how to close doors,neu
2816,its too sunny for work,pos
1810,Trying to get to sleep but my migraine is getting in the way,neu
120,Well it almost was a good day ... Guess I just retry tomorrow,pos
1685,Has been rejected,neg
193,Have a 3ware 9650SE not fast enough for 3x X25 M SSD RAID 5 800Mhz IOP on the HPT Might try an Adaptec 5405 1.2 Ghz,neu
2283,Is up and I can't go to sleep,neu
181,I was watching Parental Control,neu
389,Last day at work ... Sick to the bone,neg
968,Doing a mass cleanout of my room before rearranging it Just sent mother out to buy me a bin and a bookshelf since mine sucks Bad mood,neg
2461,I am lost Please help me find a good home,pos
